Time (s),PWM,Pressure,PWM/10
110,0.00,1.21,0
110.05,0.00,1.22,0
110.1,0.00,1.23,0
110.15,0.00,1.22,0
110.2,0.00,1.22,0
110.25,0.00,1.21,0
110.3,0.00,1.20,0
110.35,0.00,1.20,0
110.4,0.00,1.20,0
110.45,0.00,1.19,0
110.5,0.00,1.18,0
110.55,0.00,1.17,0
110.6,0.00,1.18,0
110.65,0.00,1.18,0
110.7,0.00,1.18,0
110.75,0.00,1.18,0
110.8,0.00,1.19,0
110.85,0.00,1.18,0
110.9,0.00,1.18,0
110.95,0.00,1.17,0
111,0.00,1.17,0
111.05,0.00,1.17,0
111.1,0.00,1.16,0
111.15,0.00,1.16,0
111.2,0.00,1.15,0
111.25,0.00,1.14,0
111.3,0.00,1.14,0
111.35,0.00,1.14,0
111.4,0.00,1.14,0
111.45,0.00,1.14,0
111.5,0.00,1.16,0
111.55,0.00,1.15,0
111.6,0.00,1.15,0
111.65,0.00,1.14,0
111.7,0.00,1.14,0
111.75,0.00,1.13,0
111.8,0.00,1.13,0
111.85,0.00,1.12,0
111.9,0.00,1.12,0
111.95,0.00,1.11,0
112,0.00,1.11,0
112.05,0.00,1.11,0
112.1,0.00,1.12,0
112.15,0.00,1.12,0
112.2,0.00,1.13,0
112.25,0.00,1.12,0
112.3,0.00,1.12,0
112.35,0.00,1.11,0
112.4,0.00,1.10,0
112.45,0.00,1.10,0
112.5,0.00,1.10,0
112.55,0.00,1.09,0
112.6,0.00,1.09,0
112.65,0.00,1.08,0
112.7,0.00,1.08,0
112.75,0.00,1.08,0
112.8,0.00,1.08,0
112.85,0.00,1.08,0
112.9,0.00,1.09,0
112.95,0.00,1.08,0
113,0.00,1.08,0
113.05,0.00,1.07,0
113.1,0.00,1.07,0
113.15,0.00,1.07,0
113.2,0.00,1.06,0
113.25,0.00,1.06,0
113.3,0.00,1.05,0
113.35,0.00,1.05,0
113.4,0.00,1.05,0
113.45,0.00,1.05,0
113.5,0.00,1.06,0
113.55,0.00,1.05,0
113.6,0.00,1.05,0
113.65,0.00,1.05,0
113.7,0.00,1.04,0
113.75,0.00,1.04,0
113.8,0.00,1.04,0
113.85,0.00,1.03,0
113.9,0.00,1.03,0
113.95,0.00,1.02,0
114,0.00,1.02,0
114.05,0.00,1.02,0
114.1,0.00,1.02,0
114.15,0.00,1.02,0
114.2,0.00,1.02,0
114.25,0.00,1.02,0
114.3,0.00,1.01,0
114.35,0.00,1.01,0
114.4,0.00,1.01,0
114.45,0.00,1.01,0
114.5,0.00,1.00,0
114.55,0.00,1.00,0
114.6,0.00,0.99,0
114.65,0.00,0.98,0
114.7,0.00,0.97,0
114.75,0.00,0.97,0
114.8,0.00,0.98,0
114.85,0.00,0.98,0
114.9,0.00,0.99,0
114.95,0.00,0.99,0
115,0.00,0.99,0
115.05,0.00,0.99,0
115.1,0.00,0.98,0
115.15,0.00,0.99,0
115.2,0.00,0.98,0
115.25,0.00,0.98,0
115.3,0.00,0.97,0
115.35,0.00,0.97,0
115.4,0.00,0.97,0
115.45,0.00,0.97,0
115.5,0.00,0.97,0
115.55,0.00,0.97,0
115.6,0.00,0.97,0
115.65,0.00,0.97,0
115.7,0.00,0.96,0
115.75,0.00,0.96,0
115.8,0.00,0.96,0
115.85,0.00,0.96,0
115.9,0.00,0.95,0
115.95,0.00,0.95,0
116,0.00,0.95,0
116.05,0.00,0.94,0
116.1,0.00,0.93,0
116.15,0.00,0.93,0
116.2,0.00,0.93,0
116.25,0.00,0.93,0
116.3,0.00,0.94,0
116.35,0.00,0.94,0
116.4,0.00,0.94,0
116.45,0.00,0.94,0
116.5,0.00,0.94,0
116.55,0.00,0.93,0
116.6,0.00,0.93,0
116.65,0.00,0.93,0
116.7,0.00,0.92,0
116.75,0.00,0.91,0
116.8,0.00,0.90,0
116.85,0.00,0.89,0
116.9,0.00,0.90,0
116.95,0.00,0.90,0
117,0.00,0.90,0
117.05,0.00,0.91,0
117.1,0.00,0.92,0
117.15,0.00,0.91,0
117.2,0.00,0.91,0
117.25,0.00,0.91,0
117.3,0.00,0.92,0
117.35,0.00,0.91,0
117.4,0.00,0.91,0
117.45,0.00,0.90,0
117.5,0.00,0.89,0
117.55,0.00,0.89,0
117.6,0.00,0.88,0
117.65,0.00,0.88,0
117.7,0.00,0.88,0
117.75,0.00,0.89,0
117.8,0.00,0.89,0
117.85,0.00,0.90,0
117.9,0.00,0.89,0
117.95,0.00,0.89,0
118,0.00,0.89,0
118.05,0.00,0.89,0
118.1,0.00,0.89,0
118.15,0.00,0.88,0
118.2,0.00,0.88,0
118.25,0.00,0.87,0
118.3,0.00,0.86,0
118.35,0.00,0.86,0
118.4,0.00,0.86,0
118.45,0.00,0.86,0
118.5,0.00,0.86,0
118.55,0.00,0.86,0
118.6,0.00,0.87,0
118.65,0.00,0.86,0
118.7,0.00,0.86,0
118.75,0.00,0.86,0
118.8,0.00,0.86,0
118.85,0.00,0.86,0
118.9,0.00,0.85,0
118.95,0.00,0.85,0
119,0.00,0.84,0
119.05,0.00,0.84,0
119.1,0.00,0.84,0
119.15,0.00,0.84,0
119.2,0.00,0.84,0
119.25,0.00,0.85,0
119.3,0.00,0.84,0
119.35,0.00,0.84,0
119.4,0.00,0.84,0
119.45,0.00,0.84,0
119.5,0.00,0.84,0
119.55,0.00,0.83,0
119.6,0.00,0.82,0
119.65,0.00,0.81,0
119.7,0.00,0.81,0
119.75,0.00,0.81,0
119.8,0.00,0.81,0
119.85,0.00,0.82,0
119.9,0.00,0.83,0
119.95,0.00,0.82,0
120,0.00,0.82,0
120.05,0.00,0.82,0
120.1,0.00,0.82,0
120.15,0.00,0.82,0
120.2,0.00,0.81,0
120.25,0.00,0.81,0
120.3,0.00,0.80,0
120.35,0.00,0.79,0
120.4,0.00,0.79,0
120.45,0.00,0.79,0
120.5,0.00,0.79,0
120.55,0.00,0.80,0
120.6,0.00,0.81,0
120.65,0.00,0.81,0
120.7,0.00,0.81,0
120.75,0.00,0.81,0
120.8,0.00,0.81,0
120.85,0.00,0.81,0
120.9,0.00,0.80,0
120.95,0.00,0.79,0
121,0.00,0.78,0
121.05,0.00,0.78,0
121.1,0.00,0.78,0
121.15,0.00,0.78,0
121.2,0.00,0.78,0
121.25,0.00,0.79,0
121.3,0.00,0.79,0
121.35,0.00,0.78,0
121.4,0.00,0.79,0
121.45,0.00,0.79,0
121.5,0.00,0.79,0
121.55,0.00,0.79,0
121.6,0.00,0.78,0
121.65,0.00,0.77,0
121.7,0.00,0.76,0
121.75,0.00,0.77,0
121.8,0.00,0.77,0
121.85,0.00,0.77,0
121.9,0.00,0.78,0
121.95,0.00,0.77,0
122,0.00,0.77,0
122.05,0.00,0.77,0
122.1,0.00,0.78,0
122.15,0.00,0.77,0
122.2,0.00,0.77,0
122.25,0.00,0.77,0
122.3,0.00,0.76,0
122.35,0.00,0.75,0
122.4,0.00,0.75,0
122.45,0.00,0.75,0
122.5,0.00,0.75,0
122.55,0.00,0.76,0
122.6,0.00,0.76,0
122.65,0.00,0.75,0
122.7,0.00,0.75,0
122.75,0.00,0.75,0
122.8,0.00,0.75,0
122.85,0.00,0.75,0
122.9,0.00,0.75,0
122.95,0.00,0.74,0
123,0.00,0.73,0
123.05,0.00,0.73,0
123.1,0.00,0.73,0
123.15,0.00,0.74,0
123.2,0.00,0.74,0
123.25,0.00,0.75,0
123.3,0.00,0.74,0
123.35,0.00,0.74,0
123.4,0.00,0.74,0
123.45,0.00,0.74,0
123.5,0.00,0.73,0
123.55,0.00,0.73,0
123.6,0.00,0.72,0
123.65,0.00,0.71,0
123.7,0.00,0.71,0
123.75,0.00,0.71,0
123.8,0.00,0.71,0
123.85,0.00,0.71,0
123.9,0.00,0.72,0
123.95,0.00,0.73,0
124,0.00,0.72,0
124.05,0.00,0.72,0
124.1,0.00,0.72,0
124.15,0.00,0.72,0
124.2,0.00,0.72,0
124.25,0.00,0.72,0
124.3,0.00,0.71,0
124.35,0.00,0.71,0
124.4,0.00,0.71,0
124.45,0.00,0.71,0
124.5,0.00,0.71,0
124.55,0.00,0.71,0
124.6,0.00,0.71,0
124.65,0.00,0.71,0
124.7,0.00,0.71,0
124.75,0.00,0.71,0
124.8,0.00,0.72,0
124.85,0.00,0.71,0
124.9,0.00,0.71,0
124.95,0.00,0.70,0
125,0.00,0.70,0
125.05,0.00,0.68,0
125.1,0.00,0.68,0
125.15,0.00,0.68,0
125.2,0.00,0.68,0
125.25,0.00,0.68,0
125.3,0.00,0.69,0
125.35,0.00,0.70,0
125.4,0.00,0.69,0
125.45,0.00,0.69,0
125.5,0.00,0.69,0
125.55,0.00,0.69,0
125.6,0.00,0.69,0
125.65,0.00,0.69,0
125.7,0.00,0.68,0
125.75,0.00,0.68,0
125.8,0.00,0.68,0
125.85,0.00,0.69,0
125.9,0.00,0.69,0
125.95,0.00,0.69,0
126,0.00,0.68,0
126.05,0.00,0.69,0
126.1,0.00,0.70,0
126.15,0.00,0.70,0
126.2,0.00,0.71,0
126.25,0.00,0.70,0
126.3,0.00,0.70,0
126.35,0.00,0.68,0
126.4,0.00,0.67,0
126.45,0.00,0.66,0
126.5,0.00,0.65,0
126.55,0.00,0.65,0
126.6,0.00,0.66,0
126.65,0.00,0.66,0
126.7,0.00,0.66,0
126.75,0.00,0.66,0
126.8,0.00,0.67,0
126.85,0.00,0.67,0
126.9,0.00,0.67,0
126.95,0.00,0.67,0
127,0.00,0.67,0
127.05,0.00,0.66,0
127.1,0.00,0.66,0
127.15,0.00,0.66,0
127.2,0.00,0.65,0
127.25,0.00,0.65,0
127.3,0.00,0.65,0
127.35,0.00,0.65,0
127.4,0.00,0.65,0
127.45,0.00,0.65,0
127.5,0.00,0.66,0
127.55,0.00,0.66,0
127.6,0.00,0.66,0
127.65,0.00,0.66,0
127.7,0.00,0.66,0
127.75,0.00,0.66,0
127.8,0.00,0.66,0
127.85,0.00,0.65,0
127.9,0.00,0.65,0
127.95,0.00,0.65,0
128,0.00,0.65,0
128.05,0.00,0.65,0
128.1,0.00,0.64,0
128.15,0.00,0.64,0
128.2,0.00,0.64,0
128.25,0.00,0.65,0
128.3,0.00,0.65,0
128.35,0.00,0.65,0
128.4,0.00,0.64,0
128.45,0.00,0.64,0
128.5,0.00,0.63,0
128.55,0.00,0.63,0
128.6,0.00,0.63,0
128.65,0.00,0.63,0
128.7,0.00,0.63,0
128.75,0.00,0.63,0
128.8,0.00,0.63,0
128.85,0.00,0.64,0
128.9,0.00,0.64,0
128.95,0.00,0.65,0
129,0.00,0.65,0
129.05,0.00,0.65,0
129.1,0.00,0.65,0
129.15,0.00,0.64,0
129.2,0.00,0.63,0
129.25,0.00,0.61,0
129.3,0.00,0.62,0
129.35,0.00,0.62,0
129.4,0.00,0.62,0
129.45,0.00,0.62,0
129.5,0.00,0.61,0
129.55,0.00,0.62,0
129.6,0.00,0.62,0
129.65,0.00,0.63,0
129.7,0.00,0.64,0
129.75,0.00,0.65,0
129.8,0.00,0.64,0
129.85,0.00,0.63,0
129.9,0.00,0.62,0
129.95,0.00,0.61,0
130,0.00,0.61,0
130.05,0.00,0.61,0
130.1,0.00,0.61,0
130.15,0.00,0.61,0
130.2,0.00,0.60,0
130.25,0.00,0.60,0
130.3,0.00,0.61,0
130.35,0.00,0.61,0
130.4,0.00,0.62,0
130.45,0.00,0.63,0
130.5,0.00,0.63,0
130.55,0.00,0.62,0
130.6,0.00,0.61,0
130.65,0.00,0.60,0
130.7,0.00,0.59,0
130.75,0.00,0.60,0
130.8,0.00,0.60,0
130.85,0.00,0.60,0
130.9,0.00,0.59,0
130.95,0.00,0.60,0
131,0.00,0.60,0
131.05,0.00,0.60,0
131.1,0.00,0.61,0
131.15,0.00,0.61,0
131.2,0.00,0.60,0
131.25,0.00,0.59,0
131.3,0.00,0.59,0
131.35,0.00,0.58,0
131.4,0.00,0.58,0
131.45,0.00,0.58,0
131.5,0.00,0.58,0
131.55,75.00,0.57,7.5
131.6,75.00,0.58,7.5
131.65,75.00,0.63,7.5
131.7,75.00,0.75,7.5
131.75,75.00,0.94,7.5
131.8,75.00,1.19,7.5
131.85,75.00,1.53,7.5
131.9,75.00,1.91,7.5
131.95,75.00,2.33,7.5
132,75.00,2.79,7.5
132.05,75.00,3.30,7.5
132.1,75.00,3.85,7.5
132.15,75.00,4.43,7.5
132.2,75.00,5.04,7.5
132.25,75.00,5.64,7.5
132.3,75.00,6.26,7.5
132.35,75.00,6.89,7.5
132.4,75.00,7.45,7.5
132.45,75.00,8.00,7.5
132.5,75.00,8.57,7.5
132.55,75.00,9.09,7.5
132.6,75.00,9.59,7.5
132.65,75.00,10.36,7.5
132.7,75.00,10.88,7.5
132.75,75.00,11.35,7.5
132.8,75.00,11.83,7.5
132.85,75.00,12.29,7.5
132.9,75.00,12.74,7.5
132.95,0.00,13.16,0
133,0.00,13.54,0
133.05,0.00,13.80,0
133.1,0.00,13.93,0
133.15,0.00,13.96,0
133.2,0.00,13.89,0
133.25,0.00,13.75,0
133.3,0.00,13.61,0
133.35,0.00,13.49,0
133.4,0.00,13.37,0
133.45,0.00,13.19,0
133.5,0.00,13.09,0
133.55,0.00,12.98,0
133.6,0.00,12.88,0
133.65,0.00,12.78,0
133.7,0.00,12.69,0
133.75,0.00,12.59,0
133.8,0.00,12.50,0
133.85,0.00,12.40,0
133.9,0.00,12.30,0
133.95,0.00,12.21,0
134,0.00,12.12,0
134.05,0.00,12.03,0
134.1,0.00,11.94,0
134.15,0.00,11.86,0
134.2,0.00,11.72,0
134.25,0.00,11.64,0
134.3,0.00,11.56,0
134.35,0.00,11.49,0
134.4,0.00,11.41,0
134.45,0.00,11.33,0
134.5,0.00,11.25,0
134.55,0.00,11.17,0
134.6,0.00,11.09,0
134.65,0.00,11.01,0
134.7,0.00,10.93,0
134.75,0.00,10.86,0
134.8,0.00,10.79,0
134.85,0.00,10.67,0
134.9,0.00,10.60,0
134.95,0.00,10.53,0
135,0.00,10.46,0
135.05,0.00,10.40,0
135.1,0.00,10.33,0
135.15,0.00,10.25,0
135.2,0.00,10.18,0
135.25,0.00,10.11,0
135.3,0.00,10.04,0
135.35,0.00,9.97,0
135.4,0.00,9.91,0
135.45,0.00,9.85,0
135.5,0.00,9.74,0
135.55,0.00,9.68,0
135.6,0.00,9.62,0
135.65,0.00,9.56,0
135.7,0.00,9.50,0
135.75,0.00,9.44,0
135.8,0.00,9.39,0
135.85,0.00,9.33,0
135.9,0.00,9.26,0
135.95,0.00,9.20,0
136,0.00,9.12,0
136.05,0.00,9.06,0
136.1,0.00,8.99,0
136.15,0.00,8.94,0
136.2,0.00,8.89,0
136.25,0.00,8.80,0
136.3,0.00,8.75,0
136.35,0.00,8.70,0
136.4,0.00,8.64,0
136.45,0.00,8.59,0
136.5,0.00,8.54,0
136.55,0.00,8.48,0
136.6,0.00,8.43,0
136.65,0.00,8.37,0
136.7,0.00,8.31,0
136.75,0.00,8.26,0
136.8,0.00,8.21,0
136.85,0.00,8.16,0
136.9,0.00,8.08,0
136.95,0.00,8.02,0
137,0.00,7.97,0
137.05,0.00,7.92,0
137.1,0.00,7.87,0
137.15,0.00,7.83,0
137.2,0.00,7.79,0
137.25,0.00,7.74,0
137.3,0.00,7.69,0
137.35,0.00,7.64,0
137.4,0.00,7.58,0
137.45,0.00,7.53,0
137.5,0.00,7.49,0
137.55,0.00,7.45,0
137.6,0.00,7.40,0
137.65,0.00,7.33,0
137.7,0.00,7.29,0
137.75,0.00,7.25,0
137.8,0.00,7.21,0
137.85,0.00,7.17,0
137.9,0.00,7.13,0
137.95,0.00,7.09,0
138,0.00,7.04,0
138.05,0.00,6.99,0
138.1,0.00,6.95,0
138.15,0.00,6.90,0
138.2,0.00,6.86,0
138.25,0.00,6.82,0
138.3,0.00,6.78,0
138.35,0.00,6.71,0
138.4,0.00,6.67,0
138.45,0.00,6.64,0
138.5,0.00,6.60,0
138.55,0.00,6.56,0
138.6,0.00,6.53,0
138.65,0.00,6.49,0
138.7,0.00,6.45,0
138.75,0.00,6.41,0
138.8,0.00,6.36,0
138.85,0.00,6.32,0
138.9,0.00,6.27,0
138.95,0.00,6.24,0
139,0.00,6.21,0
139.05,0.00,6.15,0
139.1,0.00,6.10,0
139.15,0.00,6.07,0
139.2,0.00,6.03,0
139.25,0.00,6.00,0
139.3,0.00,5.97,0
139.35,0.00,5.95,0
139.4,0.00,5.91,0
139.45,0.00,5.87,0
139.5,0.00,5.83,0
139.55,0.00,5.80,0
139.6,0.00,5.76,0
139.65,0.00,5.73,0
139.7,0.00,5.69,0
139.75,0.00,5.64,0
139.8,0.00,5.61,0
139.85,0.00,5.58,0
139.9,0.00,5.55,0
139.95,0.00,5.52,0
140,0.00,5.49,0
140.05,0.00,5.46,0
140.1,0.00,5.43,0
140.15,0.00,5.39,0
140.2,0.00,5.35,0
140.25,0.00,5.31,0
140.3,0.00,5.29,0
140.35,0.00,5.26,0
140.4,0.00,5.20,0
140.45,0.00,5.18,0
140.5,0.00,5.15,0
140.55,0.00,5.12,0
140.6,0.00,5.10,0
140.65,0.00,5.07,0
140.7,0.00,5.04,0
140.75,0.00,5.00,0
140.8,0.00,4.97,0
140.85,0.00,4.94,0
140.9,0.00,4.91,0
140.95,0.00,4.88,0
141,0.00,4.86,0
141.05,0.00,4.81,0
141.1,0.00,4.77,0
141.15,0.00,4.74,0
141.2,0.00,4.72,0
141.25,0.00,4.70,0
141.3,0.00,4.68,0
141.35,0.00,4.67,0
141.4,0.00,4.64,0
141.45,0.00,4.61,0
141.5,0.00,4.58,0
141.55,0.00,4.55,0
141.6,0.00,4.52,0
141.65,0.00,4.48,0
141.7,0.00,4.46,0
141.75,0.00,4.44,0
141.8,0.00,4.39,0
141.85,0.00,4.37,0
141.9,0.00,4.35,0
141.95,0.00,4.33,0
142,0.00,4.30,0
142.05,0.00,4.29,0
142.1,0.00,4.26,0
142.15,0.00,4.23,0
142.2,0.00,4.20,0
142.25,0.00,4.18,0
142.3,0.00,4.15,0
142.35,0.00,4.13,0
142.4,0.00,4.11,0
142.45,0.00,4.07,0
142.5,0.00,4.05,0
142.55,0.00,4.03,0
142.6,0.00,4.01,0
142.65,0.00,3.99,0
142.7,0.00,3.98,0
142.75,0.00,3.95,0
142.8,0.00,3.93,0
142.85,0.00,3.90,0
142.9,0.00,3.88,0
142.95,0.00,3.85,0
143,0.00,3.83,0
143.05,0.00,3.82,0
143.1,0.00,3.78,0
143.15,0.00,3.75,0
143.2,0.00,3.73,0
143.25,0.00,3.72,0
143.3,0.00,3.70,0
143.35,0.00,3.69,0
143.4,0.00,3.68,0
143.45,0.00,3.67,0
143.5,0.00,3.65,0
143.55,0.00,3.63,0
143.6,0.00,3.60,0
143.65,0.00,3.57,0
143.7,0.00,3.55,0
143.75,0.00,3.52,0
143.8,0.00,3.51,0
143.85,0.00,3.49,0
143.9,0.00,3.46,0
143.95,0.00,3.44,0
144,0.00,3.43,0
144.05,0.00,3.41,0
144.1,0.00,3.40,0
144.15,0.00,3.39,0
144.2,0.00,3.37,0
144.25,0.00,3.35,0
144.3,0.00,3.33,0
144.35,0.00,3.31,0
144.4,0.00,3.28,0
144.45,0.00,3.26,0
144.5,0.00,3.25,0
144.55,0.00,3.23,0
144.6,0.00,3.20,0
144.65,0.00,3.18,0
144.7,0.00,3.17,0
144.75,0.00,3.16,0
144.8,0.00,3.15,0
144.85,0.00,3.13,0
144.9,0.00,3.13,0
144.95,0.00,3.11,0
145,0.00,3.09,0
145.05,0.00,3.06,0
145.1,0.00,3.04,0
145.15,0.00,3.02,0
145.2,0.00,3.01,0